task,seed,model,scenario,mismatch_rate,feature_set,n,accuracy,balanced_accuracy,f1_macro,roc_auc
HNSC_HPV_status,44,logistic_l2,test_misaligned,0.0,multiomics_core,147.0,0.9727891156462585,0.9465454545454546,0.9465454545454546,0.9705454545454546
HNSC_HPV_status,44,logistic_l2,train_misaligned,0.1,multiomics_core,147.0,0.9727891156462585,0.9465454545454546,0.9465454545454546,0.9643636363636363
HNSC_HPV_status,44,logistic_l2,test_misaligned,0.1,multiomics_core,147.0,0.9727891156462585,0.9465454545454546,0.9465454545454546,0.9701818181818181
HNSC_HPV_status,44,logistic_l2,train_misaligned,0.25,multiomics_core,147.0,0.9659863945578231,0.9425454545454546,0.9344042838018741,0.9723636363636363
HNSC_HPV_status,44,logistic_l2,test_misaligned,0.25,multiomics_core,147.0,0.9591836734693877,0.9010909090909092,0.9166666666666666,0.9512727272727273
HNSC_HPV_status,44,logistic_l2,train_misaligned,0.5,multiomics_core,147.0,0.9795918367346939,0.9505454545454546,0.9591401834522375,0.964
HNSC_HPV_status,44,logistic_l2,test_misaligned,0.5,multiomics_core,147.0,0.9387755102040817,0.8329090909090908,0.8669683257918552,0.9458181818181818
HNSC_HPV_status,44,logistic_l2,train_misaligned,0.75,multiomics_core,147.0,0.9523809523809523,0.9158181818181819,0.9081659973226238,0.98
HNSC_HPV_status,44,logistic_l2,test_misaligned,0.75,multiomics_core,147.0,0.9251700680272109,0.8061818181818181,0.8374057315233786,0.9138181818181818
HNSC_HPV_status,44,logistic_l2,train_misaligned,1.0,multiomics_core,147.0,0.9387755102040817,0.8890909090909092,0.8819277108433735,0.9749090909090908
HNSC_HPV_status,44,logistic_l2,test_misaligned,1.0,multiomics_core,147.0,0.9047619047619048,0.7192727272727273,0.7671945701357465,0.9309090909090909
HNSC_HPV_status,44,extra_trees,mrna_only,0.0,mrna,147.0,0.9727891156462585,0.9090909090909092,0.9421259842519685,0.974909090909091
HNSC_HPV_status,44,extra_trees,train_misaligned,0.0,multiomics_core,147.0,0.9795918367346939,0.9318181818181819,0.9574857803914008,0.9789090909090908
HNSC_HPV_status,44,extra_trees,test_misaligned,0.0,multiomics_core,147.0,0.9795918367346939,0.9318181818181819,0.9574857803914008,0.978909090909091
HNSC_HPV_status,44,extra_trees,train_misaligned,0.1,multiomics_core,147.0,0.9727891156462585,0.9090909090909092,0.9421259842519685,0.9821818181818182
HNSC_HPV_status,44,extra_trees,test_misaligned,0.1,multiomics_core,147.0,0.9727891156462585,0.9090909090909092,0.9421259842519685,0.9774545454545455
HNSC_HPV_status,44,extra_trees,train_misaligned,0.25,multiomics_core,147.0,0.9727891156462585,0.9090909090909092,0.9421259842519685,0.9821818181818182
HNSC_HPV_status,44,extra_trees,test_misaligned,0.25,multiomics_core,147.0,0.9455782312925171,0.8181818181818181,0.8733850129198966,0.9432727272727273
HNSC_HPV_status,44,extra_trees,train_misaligned,0.5,multiomics_core,147.0,0.9659863945578231,0.8863636363636364,0.9260935143288085,0.9770909090909091
HNSC_HPV_status,44,extra_trees,test_misaligned,0.5,multiomics_core,147.0,0.9251700680272109,0.75,0.8122605363984674,0.9436363636363636
HNSC_HPV_status,44,extra_trees,train_misaligned,0.75,multiomics_core,147.0,0.9523809523809523,0.8409090909090908,0.8917867283626039,0.9763636363636363
HNSC_HPV_status,44,extra_trees,test_misaligned,0.75,multiomics_core,147.0,0.9047619047619048,0.6818181818181819,0.7401515151515152,0.9058181818181817
HNSC_HPV_status,44,extra_trees,train_misaligned,1.0,multiomics_core,147.0,0.9387755102040817,0.7954545454545454,0.854054054054054,0.9847272727272728
HNSC_HPV_status,44,extra_trees,test_misaligned,1.0,multiomics_core,147.0,0.8639455782312925,0.5454545454545454,0.5462962962962963,0.8767272727272728
KIRC_grade_binary,42,logistic_l2,mrna_only,0.0,mrna,152.0,0.625,0.6285014005602241,0.6245937865592097,0.6638655462184875
KIRC_grade_binary,42,logistic_l2,train_misaligned,0.0,multiomics_core,152.0,0.6644736842105263,0.6628151260504203,0.6620013080444735,0.6938025210084033
KIRC_grade_binary,42,logistic_l2,test_misaligned,0.0,multiomics_core,152.0,0.6644736842105263,0.6628151260504203,0.6620013080444735,0.6938025210084033
KIRC_grade_binary,42,logistic_l2,train_misaligned,0.1,multiomics_core,152.0,0.6513157894736842,0.6467086834733893,0.646898969975893,0.7085084033613445
KIRC_grade_binary,42,logistic_l2,test_misaligned,0.1,multiomics_core,152.0,0.6447368421052632,0.642156862745098,0.641697223677318,0.6834733893557423
KIRC_grade_binary,42,logistic_l2,train_misaligned,0.25,multiomics_core,152.0,0.6447368421052632,0.6407563025210083,0.6407563025210083,0.7151610644257703
KIRC_grade_binary,42,logistic_l2,test_misaligned,0.25,multiomics_core,152.0,0.625,0.6228991596638656,0.6222367560497057,0.6461834733893558
KIRC_grade_binary,42,logistic_l2,train_misaligned,0.5,multiomics_core,152.0,0.6644736842105263,0.6656162464985995,0.6632932285106198,0.6846988795518206
KIRC_grade_binary,42,logistic_l2,test_misaligned,0.5,multiomics_core,152.0,0.6381578947368421,0.6348039215686274,0.634599414310066,0.6598389355742297
KIRC_grade_binary,42,logistic_l2,train_misaligned,0.75,multiomics_core,152.0,0.618421052631579,0.6127450980392157,0.6129938542581211,0.680672268907563
KIRC_grade_binary,42,logistic_l2,test_misaligned,0.75,multiomics_core,152.0,0.6118421052631579,0.6123949579831933,0.6104764800416974,0.6414565826330533
KIRC_grade_binary,42,logistic_l2,train_misaligned,1.0,multiomics_core,152.0,0.618421052631579,0.6225490196078431,0.6181566181566182,0.6995798319327731
