task,seed,model,scenario,mismatch_rate,feature_set,best_epoch,best_validation_score,n,accuracy,balanced_accuracy,f1_macro,roc_auc_ovr_macro
UCEC_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,0.75,multiomics_core,29,0.9548464141091219,153,0.7712418300653595,0.7170918367346939,0.715156949349697,0.9138165098139868
UCEC_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,0.75,multiomics_core,15,0.9839580288637193,153,0.49019607843137253,0.45970676149247575,0.44611205432937184,0.759341810539014
UCEC_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,0.75,multiomics_core,14,0.983419231823164,153,0.5228758169934641,0.4981421356421356,0.4911057692307692,0.7533010047155756
UCEC_molecular_subtype,44,liquid_cfc_modality_sequence,train_misaligned,1.0,multiomics_core,10,0.935734114297893,153,0.7058823529411765,0.6148474541331685,0.614132327328837,0.8920685512679121
UCEC_molecular_subtype,44,small_liquid_cfc_modality_sequence,train_misaligned,1.0,multiomics_core,8,0.8760217239069541,153,0.6470588235294118,0.5761080189651618,0.5732715140609876,0.8353933900887748
UCEC_molecular_subtype,44,liquid_cfc_modality_sequence,test_misaligned,1.0,multiomics_core,10,0.9880596341797587,153,0.38562091503267976,0.35171871779014635,0.3451221850126189,0.6532045714789192
UCEC_molecular_subtype,44,small_liquid_cfc_modality_sequence,test_misaligned,1.0,multiomics_core,6,0.9834931037632445,153,0.3464052287581699,0.32019944341372913,0.3125663905063847,0.6271950410620468
COADREAD_molecular_subtype,42,liquid_cfc_modality_sequence,train_misaligned,0.0,multiomics_core,3,0.8910408432147562,135,0.9259259259259259,0.9338482867894632,0.8897275112183473,0.9759626843375596
COADREAD_molecular_subtype,42,small_liquid_cfc_modality_sequence,train_misaligned,0.0,multiomics_core,2,0.9098872355266217,135,0.8074074074074075,0.8312537136066548,0.7590928852243063,0.9406349787151825
COADREAD_molecular_subtype,42,liquid_cfc_modality_sequence,test_misaligned,0.0,multiomics_core,4,0.9293013252731922,135,0.9481481481481482,0.9277084571202218,0.9214890016920473,0.9758791340158349
COADREAD_molecular_subtype,42,small_liquid_cfc_modality_sequence,test_misaligned,0.0,multiomics_core,4,0.9274548554599705,135,0.8962962962962963,0.8878985937809466,0.8560363247863249,0.9577352947637839
COADREAD_molecular_subtype,42,liquid_cfc_modality_sequence,train_misaligned,0.1,multiomics_core,2,0.8903782066186158,135,0.9111111111111111,0.9271142800554566,0.874502086290704,0.9676415012351646
COADREAD_molecular_subtype,42,small_liquid_cfc_modality_sequence,train_misaligned,0.1,multiomics_core,3,0.8985216616290784,135,0.8592592592592593,0.9197860962566845,0.8364621995561222,0.967111199137343
COADREAD_molecular_subtype,42,liquid_cfc_modality_sequence,test_misaligned,0.1,multiomics_core,5,0.8996589940323956,135,0.8888888888888888,0.839937038079453,0.825572941362415,0.9345219508592065
COADREAD_molecular_subtype,42,small_liquid_cfc_modality_sequence,test_misaligned,0.1,multiomics_core,4,0.8747984964736882,135,0.8814814814814815,0.8690517142529526,0.8425925925925926,0.9241015371536392
